transaction_id,bill_amount,product_sold,discount_rate,transaction_date
TXN0001924,4497,Webcam HD - 3,0,18-01-2024 19:34
TXN0011303,28296,Portable Projector Mini - 3 ; Bluetooth Tracker - 1,0,18-01-2024 19:46
TXN0017837,3297,Smart Plug WiFi - 3,2,18-01-2024 19:48
TXN0007253,5295,Bluetooth Tracker - 2 ; LED Desk Lamp USB Powered - 3,0,18-01-2024 21:31
TXN0017938,10794,Smart LED Bulb - 1 ; Portable Power Bank 20000mAh - 3 ; Portable Bluetooth Keyboard - 2,0,18-01-2024 21:43
TXN0019209,1596,Ethernet Cable 5m - 4,0,18-01-2024 22:02
TXN0017155,26497,Laser Printer - 2 ; Desk Microphone - 1,2,18-01-2024 23:25
TXN0017474,7497,Bluetooth Speaker - 2 ; Gaming Controller - 1,5,18-01-2024 23:38
TXN0016991,27996,Soundbar Home - 4,3,19-01-2024 00:44
TXN0017911,4495,Laptop Cooling Pad - 5,0,19-01-2024 01:33
TXN0002370,13996,Graphics Tablet Small - 4,0,19-01-2024 01:50
TXN0012685,4297,Smart Plug WiFi - 1 ; Wireless Earphones - 2,4,19-01-2024 02:10
TXN0012495,4496,Wireless Mouse - 1 ; USB Flash Drive 64GB - 2 ; Gaming Controller - 1,0,19-01-2024 02:13
TXN0016267,22495,Gaming Controller - 1 ; Gaming Headset - 2 ; Soundbar Home - 2,2,19-01-2024 02:33
TXN0013038,13498,LED Monitor 24 Inch - 1 ; External Hard Drive 1TB - 1,0,19-01-2024 03:04
TXN0018964,3297,Smart Plug WiFi - 3,0,19-01-2024 03:34
TXN0002416,18292,RGB Strip Light - 3 ; Smartwatch Series A - 3 ; LED Desk Lamp USB Powered - 2,0,19-01-2024 04:55
TXN0001257,12895,Webcam HD - 2 ; SSD 500GB - 3,5,19-01-2024 04:58
TXN0003453,8295,Bluetooth Tracker - 3 ; WiFi Router Dual Band - 2,0,19-01-2024 05:52
TXN0002454,44995,LED Monitor 24 Inch - 5,0,19-01-2024 09:00
TXN0009675,4396,Bluetooth Tracker - 2 ; Laptop Cooling Pad - 2,0,19-01-2024 10:13
TXN0016519,19995,Noise Cancelling Earbuds - 5,0,19-01-2024 10:49
TXN0014355,5098,Bluetooth Keyboard - 1 ; Mechanical Keyboard - 1,0,19-01-2024 11:01
TXN0012375,9597,SSD 500GB - 2 ; Gaming Headset - 1,5,19-01-2024 13:01
TXN0015716,13996,Mechanical Keyboard - 4,0,19-01-2024 13:02
TXN0008527,14995,Gaming Headset - 5,0,19-01-2024 13:26
TXN0005616,5996,Laptop Stand Aluminum - 4,0,19-01-2024 14:44
TXN0014079,4497,Laptop Stand Aluminum - 3,0,19-01-2024 15:46
TXN0001284,12895,Webcam HD - 2 ; SSD 500GB - 3,2,19-01-2024 19:01
TXN0000165,49995,Drone Mini - 5,4,19-01-2024 23:14
TXN0018437,3998,Portable Bluetooth Keyboard - 2,0,20-01-2024 01:23
TXN0016548,598,HDMI Cable 2m - 2,0,20-01-2024 01:28
TXN0006876,3299,SSD 500GB - 1,0,20-01-2024 02:44
TXN0015643,2697,Laptop Cooling Pad - 3,0,20-01-2024 03:00
TXN0018716,2497,USB Flash Drive 64GB - 2 ; Smart Plug WiFi - 1,4,20-01-2024 04:12
TXN0011322,1998,Ink Cartridge Black - 2,0,20-01-2024 05:00
TXN0000022,23997,Action Camera 4K - 3,0,20-01-2024 05:23
TXN0017101,22995,VR Headset Basic - 3 ; Gaming Controller - 2,5,20-01-2024 07:24
TXN0014874,41391,Portable Projector Mini - 3 ; External Hard Drive 1TB - 3 ; HDMI Cable 2m - 3,0,20-01-2024 07:41
TXN0004730,11998,VR Headset Basic - 2,1,20-01-2024 08:16
TXN0013391,1797,USB Hub 4-Port - 3,0,20-01-2024 11:10
TXN0008028,6296,HDMI Cable 2m - 1 ; Portable Bluetooth Keyboard - 3,0,20-01-2024 12:10
TXN0013354,8194,Noise Cancelling Earbuds - 1 ; LED Desk Lamp USB Powered - 2 ; Smart LED Bulb - 3,0,20-01-2024 12:24
TXN0010841,17495,Graphics Tablet Small - 5,0,20-01-2024 12:55
TXN0006481,2998,Laptop Stand Aluminum - 2,12,20-01-2024 13:11
TXN0004916,13996,Graphics Tablet Small - 4,0,20-01-2024 14:01
TXN0008278,10596,External Hard Drive 1TB - 2 ; Smart LED Bulb - 2,0,20-01-2024 14:34
TXN0006691,11992,USB-C Fast Charger - 3 ; SSD 500GB - 2 ; Smart LED Bulb - 3,7,20-01-2024 16:16
TXN0009931,1999,Portable Bluetooth Keyboard - 1,0,20-01-2024 19:15
TXN0012317,4999,Smartwatch Series A - 1,0,20-01-2024 21:25
TXN0006681,3297,Smart Plug WiFi - 3,0,20-01-2024 21:57
TXN0010339,39996,Drone Mini - 4,0,20-01-2024 22:38
TXN0000095,12495,Gaming Controller - 5,1,20-01-2024 22:54
TXN0009967,19996,Smartwatch Series A - 4,0,21-01-2024 02:54
TXN0005757,4497,Laptop Stand Aluminum - 3,0,21-01-2024 04:44
TXN0014867,31495,Laser Printer - 2 ; Gaming Controller - 3,0,21-01-2024 04:51
TXN0018527,5897,Webcam HD - 1 ; WiFi Router Dual Band - 2,0,21-01-2024 06:57
TXN0010685,27993,Portable Projector Mini - 2 ; Graphics Tablet Small - 2 ; USB-C Fast Charger - 3,0,21-01-2024 07:01
TXN0016550,7995,Bluetooth Keyboard - 5,0,21-01-2024 08:17
TXN0008723,6097,Smart Plug WiFi - 1 ; Bluetooth Speaker - 2,0,21-01-2024 10:11
TXN0011244,13792,Wireless Charging Pad - 2 ; Smart Plug WiFi - 3 ; Desk Microphone - 3,0,21-01-2024 12:33
TXN0019951,7298,VR Headset Basic - 1 ; Bluetooth Tracker - 1,0,21-01-2024 12:46
TXN0009593,17998,LED Monitor 24 Inch - 2,0,21-01-2024 13:17
TXN0008424,13495,Laptop Stand Aluminum - 2 ; Graphics Tablet Small - 3,1,21-01-2024 15:07
TXN0016041,13998,Soundbar Home - 2,2,21-01-2024 15:33
TXN0003534,3696,Wireless Earphones - 1 ; USB Flash Drive 64GB - 3,4,21-01-2024 15:35
TXN0001234,3995,Smart LED Bulb - 5,5,21-01-2024 15:40
TXN0000909,21895,VR Headset Basic - 2 ; SSD 500GB - 3,3,21-01-2024 15:59
TXN0011890,2998,Wireless Charging Pad - 2,0,21-01-2024 16:26
TXN0010913,14992,Bluetooth Speaker - 3 ; Laptop Stand Aluminum - 3 ; Smart Door Sensor - 2,12,21-01-2024 17:19
TXN0016480,2796,USB Flash Drive 64GB - 4,0,21-01-2024 18:10
TXN0002572,10497,Graphics Tablet Small - 3,0,21-01-2024 18:34
TXN0009409,14997,Smartwatch Series A - 3,0,21-01-2024 21:38
TXN0005730,1798,LED Desk Lamp USB Powered - 2,3,21-01-2024 23:11
TXN0006079,11999,Laser Printer - 1,0,21-01-2024 23:12
TXN0010177,10794,Ethernet Cable 5m - 2 ; Bluetooth Speaker - 1 ; Desk Microphone - 3,0,22-01-2024 00:38
TXN0012939,4497,Laptop Stand Aluminum - 3,3,22-01-2024 02:04
TXN0010510,2796,USB Flash Drive 64GB - 4,1,22-01-2024 02:23
TXN0009480,23996,VR Headset Basic - 4,0,22-01-2024 02:45
TXN0008038,5997,Portable Bluetooth Keyboard - 3,0,22-01-2024 04:31
TXN0019359,1797,Wireless Mouse - 3,0,22-01-2024 06:14
TXN0005951,5999,VR Headset Basic - 1,0,22-01-2024 06:52
TXN0010583,899,LED Desk Lamp USB Powered - 1,0,22-01-2024 07:13
TXN0009538,8495,Portable Power Bank 20000mAh - 2 ; Webcam HD - 3,0,22-01-2024 07:32
TXN0011554,7495,Webcam HD - 5,2,22-01-2024 07:43
TXN0017841,12495,Desk Microphone - 5,0,22-01-2024 08:02
TXN0002201,11997,Noise Cancelling Earbuds - 3,0,22-01-2024 09:27
TXN0012755,11999,Laser Printer - 1,0,22-01-2024 12:11
TXN0015510,5196,Bluetooth Tracker - 4,3,22-01-2024 15:34
TXN0017942,24995,Smartwatch Series A - 5,0,22-01-2024 16:19
TXN0004883,4998,Gaming Controller - 2,0,22-01-2024 18:03
TXN0018450,5996,Webcam HD - 4,0,22-01-2024 19:33
TXN0015890,8999,Portable Projector Mini - 1,0,22-01-2024 19:55
TXN0000613,1495,HDMI Cable 2m - 5,0,22-01-2024 23:00
TXN0010883,34995,Smartwatch Series A - 3 ; Drone Mini - 2,0,23-01-2024 00:54
TXN0003591,12495,Bluetooth Speaker - 5,0,23-01-2024 03:47
TXN0016233,1099,Smart Plug WiFi - 1,0,23-01-2024 04:00
TXN0015158,5995,Webcam HD - 2 ; USB-C Fast Charger - 3,2,23-01-2024 05:54
TXN0003980,7395,Smart LED Bulb - 3 ; Bluetooth Speaker - 2,0,23-01-2024 13:11
TXN0006866,23997,Action Camera 4K - 3,0,23-01-2024 13:32
TXN0010295,23996,VR Headset Basic - 4,0,23-01-2024 14:28
TXN0003120,29997,Drone Mini - 3,0,23-01-2024 14:58
TXN0009145,7598,Wireless Earphones - 1 ; VR Headset Basic - 1,4,23-01-2024 16:36
TXN0019721,11996,Laptop Stand Aluminum - 1 ; Mechanical Keyboard - 3,5,23-01-2024 18:07
TXN0012511,2697,LED Desk Lamp USB Powered - 3,3,23-01-2024 20:49
TXN0002469,44995,LED Monitor 24 Inch - 5,0,23-01-2024 22:19
TXN0000789,899,LED Desk Lamp USB Powered - 1,0,23-01-2024 23:16
TXN0000547,4797,Bluetooth Keyboard - 3,0,24-01-2024 00:12
TXN0016112,2497,RGB Strip Light - 2 ; Wireless Charging Pad - 1,3,24-01-2024 01:12
TXN0008461,2499,Bluetooth Speaker - 1,0,24-01-2024 01:45
TXN0007719,12495,Gaming Controller - 5,2,24-01-2024 02:56
TXN0003102,2996,Smart LED Bulb - 2 ; USB Flash Drive 64GB - 2,0,24-01-2024 04:04
TXN0012541,8196,USB Flash Drive 64GB - 1 ; Gaming Controller - 3,5,24-01-2024 05:26
TXN0008480,11695,LED Desk Lamp USB Powered - 3 ; External Hard Drive 1TB - 2,4,24-01-2024 06:31
TXN0009387,5997,Portable Bluetooth Keyboard - 3,0,24-01-2024 06:55
TXN0001851,3596,LED Desk Lamp USB Powered - 4,0,24-01-2024 09:29
TXN0019531,1499,Smart Door Sensor - 1,4,24-01-2024 10:02
TXN0016345,8999,LED Monitor 24 Inch - 1,2,24-01-2024 10:52
TXN0012289,1499,Laptop Stand Aluminum - 1,0,24-01-2024 12:31
TXN0017599,8497,Desk Microphone - 2 ; Mechanical Keyboard - 1,3,24-01-2024 16:21
TXN0003988,7195,Portable Power Bank 20000mAh - 3 ; Wireless Mouse - 2,0,24-01-2024 17:58
TXN0004471,1797,Wireless Mouse - 3,0,24-01-2024 21:16
TXN0017035,1598,Smart LED Bulb - 2,0,24-01-2024 21:47
TXN0015211,4495,Laptop Cooling Pad - 5,3,24-01-2024 22:57
TXN0003960,8196,Bluetooth Speaker - 2 ; Bluetooth Keyboard - 2,2,25-01-2024 00:14
TXN0014245,8796,WiFi Router Dual Band - 4,0,25-01-2024 00:48
TXN0002966,44995,LED Monitor 24 Inch - 5,0,25-01-2024 01:02
TXN0002466,10497,Mechanical Keyboard - 3,0,25-01-2024 01:25
TXN0004828,5997,Mini UPS for Router - 3,3,25-01-2024 03:09
TXN0014980,2499,Gaming Controller - 1,0,25-01-2024 05:01
TXN0007924,21795,Ethernet Cable 5m - 2 ; Soundbar Home - 3,0,25-01-2024 06:19
TXN0018207,8994,Desk Microphone - 3 ; RGB Strip Light - 3,0,25-01-2024 06:56
TXN0003314,6997,Noise Cancelling Earbuds - 1 ; Webcam HD - 2,0,25-01-2024 07:06
TXN0006295,39995,Action Camera 4K - 5,4,25-01-2024 07:26
TXN0008864,11695,Wireless Mouse - 2 ; Mechanical Keyboard - 3,0,25-01-2024 09:02
TXN0012498,1299,Bluetooth Tracker - 1,3,25-01-2024 09:20
TXN0014715,32194,Ink Cartridge Black - 1 ; Drone Mini - 3 ; Wireless Mouse - 2,4,25-01-2024 11:01
TXN0013778,11997,Noise Cancelling Earbuds - 3,2,25-01-2024 11:18
TXN0019336,2697,Laptop Cooling Pad - 3,0,25-01-2024 11:26
TXN0009055,14995,Gaming Headset - 5,0,25-01-2024 11:37
TXN0003633,3898,Ethernet Cable 5m - 1 ; Graphics Tablet Small - 1,0,25-01-2024 12:33
TXN0008262,7196,HDMI Cable 2m - 2 ; SSD 500GB - 2,0,25-01-2024 12:42
TXN0007905,4896,USB-C Fast Charger - 1 ; Bluetooth Tracker - 3,5,25-01-2024 13:12
TXN0002392,12495,Desk Microphone - 5,0,25-01-2024 13:57
TXN0018766,29995,VR Headset Basic - 5,0,25-01-2024 14:02
TXN0008867,7597,Ink Cartridge Black - 1 ; SSD 500GB - 2,0,25-01-2024 14:40
TXN0010620,2796,USB Flash Drive 64GB - 4,0,25-01-2024 15:31
TXN0018196,44995,LED Monitor 24 Inch - 5,0,25-01-2024 17:15
TXN0016742,19998,Drone Mini - 2,0,25-01-2024 19:32
TXN0012424,7495,Webcam HD - 5,0,25-01-2024 19:51
TXN0012279,9995,Portable Bluetooth Keyboard - 5,0,25-01-2024 20:59
TXN0002189,23998,Laser Printer - 2,4,25-01-2024 23:12
TXN0019426,1299,Bluetooth Tracker - 1,0,26-01-2024 01:13
TXN0007321,5996,Smart Door Sensor - 4,0,26-01-2024 03:30
TXN0013930,1499,Webcam HD - 1,0,26-01-2024 03:54
TXN0014444,999,Ink Cartridge Black - 1,2,26-01-2024 03:55
TXN0012462,5997,Portable Power Bank 20000mAh - 3,0,26-01-2024 04:58
TXN0006652,35996,LED Monitor 24 Inch - 4,0,26-01-2024 10:20
TXN0006643,3499,Mechanical Keyboard - 1,0,26-01-2024 11:41
TXN0014065,12495,Desk Microphone - 5,3,26-01-2024 12:17
TXN0003726,9996,Gaming Controller - 4,0,26-01-2024 14:40
TXN0004092,1797,USB Hub 4-Port - 1 ; RGB Strip Light - 1 ; USB Flash Drive 64GB - 1,0,26-01-2024 14:53
TXN0002055,14895,SSD 500GB - 3 ; Desk Microphone - 2,0,26-01-2024 14:59
TXN0007289,17496,Desk Microphone - 3 ; Drone Mini - 1,0,26-01-2024 15:13
TXN0009546,2495,RGB Strip Light - 5,0,26-01-2024 17:44
TXN0001540,3998,Mini UPS for Router - 2,8,26-01-2024 18:40
TXN0017455,3198,Bluetooth Keyboard - 2,4,26-01-2024 19:10
TXN0005887,3594,Laptop Cooling Pad - 3 ; HDMI Cable 2m - 3,5,26-01-2024 19:47
TXN0012548,10497,Graphics Tablet Small - 3,0,26-01-2024 21:00
TXN0014017,15996,Noise Cancelling Earbuds - 4,0,26-01-2024 22:25
TXN0019105,5196,Bluetooth Tracker - 4,2,27-01-2024 01:45
TXN0008755,5196,Smart Plug WiFi - 2 ; Smart Door Sensor - 2,0,27-01-2024 02:52
TXN0004734,11996,Smart Door Sensor - 2 ; External Hard Drive 1TB - 2,0,27-01-2024 03:36
TXN0015814,3998,Portable Bluetooth Keyboard - 2,0,27-01-2024 04:00
TXN0019638,33995,LED Monitor 24 Inch - 3 ; Graphics Tablet Small - 2,2,27-01-2024 04:04
TXN0010561,44995,Portable Projector Mini - 5,0,27-01-2024 04:10
TXN0003017,7497,Desk Microphone - 3,0,27-01-2024 04:45
TXN0013523,4295,Smart LED Bulb - 2 ; Laptop Cooling Pad - 3,0,27-01-2024 05:42
TXN0002299,10495,Smart Door Sensor - 2 ; Bluetooth Speaker - 3,0,27-01-2024 05:55
TXN0012457,11997,Noise Cancelling Earbuds - 3,0,27-01-2024 07:43
TXN0003050,9594,WiFi Router Dual Band - 3 ; Ink Cartridge Black - 3,5,27-01-2024 08:56
TXN0005876,2995,USB Hub 4-Port - 5,0,27-01-2024 10:38
TXN0013690,19196,USB Hub 4-Port - 2 ; Portable Projector Mini - 2,3,27-01-2024 11:13
TXN0005082,3495,USB Flash Drive 64GB - 5,2,27-01-2024 11:28
TXN0014016,898,RGB Strip Light - 1 ; Ethernet Cable 5m - 1,3,27-01-2024 12:26
TXN0019908,39996,Drone Mini - 4,0,27-01-2024 14:21
TXN0016227,2598,Bluetooth Tracker - 2,3,27-01-2024 15:42
TXN0005001,8997,Gaming Headset - 3,4,27-01-2024 16:21
TXN0014660,2998,Webcam HD - 2,0,27-01-2024 16:40
TXN0010247,299,HDMI Cable 2m - 1,0,27-01-2024 17:06
TXN0012770,3995,Smart LED Bulb - 5,0,27-01-2024 19:02
TXN0002961,12495,Desk Microphone - 5,0,27-01-2024 19:26
TXN0019193,17998,LED Monitor 24 Inch - 2,0,27-01-2024 19:42
TXN0003430,29995,VR Headset Basic - 5,0,27-01-2024 20:03
TXN0019558,4496,Ink Cartridge Black - 3 ; Laptop Stand Aluminum - 1,0,27-01-2024 23:20
TXN0006683,5496,Wireless Earphones - 1 ; Bluetooth Tracker - 3,0,28-01-2024 00:00
TXN0016428,1497,RGB Strip Light - 3,2,28-01-2024 01:31
TXN0011323,2998,Webcam HD - 2,2,28-01-2024 09:56
TXN0007010,10497,Mechanical Keyboard - 3,0,28-01-2024 12:09
TXN0017909,3697,Smart Plug WiFi - 2 ; Wireless Charging Pad - 1,0,28-01-2024 12:22
TXN0001794,999,Ink Cartridge Black - 1,0,28-01-2024 16:26
TXN0016982,3998,Portable Power Bank 20000mAh - 2,0,28-01-2024 17:12
TXN0000951,3996,Ink Cartridge Black - 4,9,28-01-2024 18:31
TXN0006450,19998,Drone Mini - 2,4,28-01-2024 19:02
TXN0006807,2499,Desk Microphone - 1,0,28-01-2024 19:17
TXN0016123,1798,Laptop Cooling Pad - 2,0,28-01-2024 20:10
TXN0015873,6598,SSD 500GB - 2,0,28-01-2024 22:56
TXN0018859,18996,Graphics Tablet Small - 2 ; VR Headset Basic - 2,0,28-01-2024 23:25
TXN0007460,24893,Smartwatch Series A - 2 ; WiFi Router Dual Band - 2 ; Graphics Tablet Small - 3,0,28-01-2024 23:57
TXN0009854,2796,USB-C Fast Charger - 1 ; USB Hub 4-Port - 3,0,29-01-2024 00:58
TXN0015756,10997,Smartwatch Series A - 2 ; USB-C Fast Charger - 1,0,29-01-2024 02:39
TXN0007907,13996,Graphics Tablet Small - 4,4,29-01-2024 03:04
TXN0000369,4498,Wireless Charging Pad - 1 ; Gaming Headset - 1,4,29-01-2024 03:05
TXN0010640,1798,LED Desk Lamp USB Powered - 2,0,29-01-2024 03:09
TXN0007565,1499,Webcam HD - 1,0,29-01-2024 03:17
TXN0004951,5796,Noise Cancelling Earbuds - 1 ; Wireless Mouse - 3,0,29-01-2024 04:51
TXN0017629,26997,LED Monitor 24 Inch - 3,0,29-01-2024 04:55
TXN0017374,17998,Portable Projector Mini - 2,0,29-01-2024 06:10
TXN0000006,24995,Smartwatch Series A - 5,0,29-01-2024 07:30
TXN0000249,7998,Noise Cancelling Earbuds - 2,0,29-01-2024 07:35
TXN0010822,8195,Portable Power Bank 20000mAh - 3 ; Smart Plug WiFi - 2,0,29-01-2024 08:18
TXN0014327,8396,Bluetooth Speaker - 3 ; Laptop Cooling Pad - 1,0,29-01-2024 08:43
TXN0015941,31794,Portable Projector Mini - 3 ; Wireless Earphones - 3,0,29-01-2024 08:51
TXN0003533,599,Wireless Mouse - 1,0,29-01-2024 12:50
TXN0004273,8998,External Hard Drive 1TB - 2,0,29-01-2024 13:03
TXN0002733,7999,Action Camera 4K - 1,2,29-01-2024 13:56
TXN0007156,6998,Graphics Tablet Small - 2,0,29-01-2024 17:13
TXN0003902,13996,Graphics Tablet Small - 4,0,29-01-2024 17:39
TXN0016016,1198,USB Hub 4-Port - 2,0,29-01-2024 18:42
TXN0006062,14497,Gaming Controller - 1 ; VR Headset Basic - 2,0,29-01-2024 19:44
TXN0010091,1499,Webcam HD - 1,0,29-01-2024 20:11
TXN0016287,17994,Portable Bluetooth Keyboard - 3 ; Noise Cancelling Earbuds - 3,0,29-01-2024 20:19
TXN0013161,2997,Ink Cartridge Black - 3,4,29-01-2024 20:53
TXN0003572,5997,Portable Bluetooth Keyboard - 2 ; Portable Power Bank 20000mAh - 1,0,29-01-2024 21:37
TXN0013344,35996,Portable Projector Mini - 4,2,29-01-2024 22:36
TXN0001473,4499,External Hard Drive 1TB - 1,0,29-01-2024 22:51
TXN0013492,8997,Gaming Headset - 3,0,30-01-2024 00:13
TXN0016633,3996,Ink Cartridge Black - 4,0,30-01-2024 01:09
TXN0014222,3996,Wireless Mouse - 3 ; WiFi Router Dual Band - 1,0,30-01-2024 01:38
TXN0019169,2997,USB-C Fast Charger - 3,0,30-01-2024 02:23
TXN0013877,1999,Portable Power Bank 20000mAh - 1,2,30-01-2024 02:45
TXN0005403,1596,Ethernet Cable 5m - 4,0,30-01-2024 03:11
TXN0000770,1198,USB Hub 4-Port - 2,5,30-01-2024 03:38
TXN0011326,12197,Drone Mini - 1 ; Smart Plug WiFi - 2,0,30-01-2024 05:22
TXN0011571,17495,Action Camera 4K - 2 ; RGB Strip Light - 3,0,30-01-2024 06:23
TXN0004814,5396,Webcam HD - 3 ; LED Desk Lamp USB Powered - 1,0,30-01-2024 07:14
TXN0002635,1198,Wireless Mouse - 2,2,30-01-2024 09:29
TXN0000268,6998,Graphics Tablet Small - 2,0,30-01-2024 10:42
TXN0000005,5695,Laptop Cooling Pad - 2 ; Bluetooth Tracker - 3,5,30-01-2024 10:52
TXN0013814,4797,Wireless Earphones - 3,3,30-01-2024 11:10
TXN0011540,1499,Wireless Charging Pad - 1,4,30-01-2024 12:55
TXN0011847,9996,Desk Microphone - 4,3,30-01-2024 13:39
TXN0002050,2796,USB Flash Drive 64GB - 4,13,30-01-2024 14:04
TXN0012834,59995,Laser Printer - 5,0,30-01-2024 14:24
TXN0018722,26997,Portable Projector Mini - 3,3,30-01-2024 17:50
TXN0013935,26996,LED Monitor 24 Inch - 1 ; VR Headset Basic - 3,5,30-01-2024 18:55
TXN0010566,2499,Bluetooth Speaker - 1,2,30-01-2024 20:01
TXN0006603,22495,External Hard Drive 1TB - 5,0,30-01-2024 20:56
TXN0015645,27996,Soundbar Home - 4,0,30-01-2024 21:02
TXN0009270,23998,Laser Printer - 2,0,30-01-2024 22:34
TXN0011948,3297,LED Desk Lamp USB Powered - 2 ; Webcam HD - 1,0,30-01-2024 22:40
TXN0019197,23998,Laser Printer - 2,0,31-01-2024 00:30
TXN0002886,1599,Wireless Earphones - 1,2,31-01-2024 00:38
TXN0013888,3996,Ink Cartridge Black - 4,0,31-01-2024 03:41
TXN0012764,3998,Portable Bluetooth Keyboard - 2,0,31-01-2024 04:25
TXN0017720,23997,Action Camera 4K - 3,0,31-01-2024 04:56
TXN0011135,6396,Bluetooth Keyboard - 4,0,31-01-2024 05:24
TXN0018579,3998,Portable Bluetooth Keyboard - 2,0,31-01-2024 05:54
TXN0007100,13998,Soundbar Home - 2,0,31-01-2024 08:54
TXN0012265,9998,Smartwatch Series A - 2,0,31-01-2024 09:27
TXN0010608,5498,Gaming Controller - 1 ; Gaming Headset - 1,3,31-01-2024 09:31
TXN0003867,999,USB-C Fast Charger - 1,0,31-01-2024 09:35
TXN0009357,20997,Soundbar Home - 3,4,31-01-2024 12:55
TXN0006258,2199,WiFi Router Dual Band - 1,0,31-01-2024 13:42
TXN0018863,2697,Smart LED Bulb - 2 ; Smart Plug WiFi - 1,0,31-01-2024 15:00
TXN0014040,8895,Laptop Cooling Pad - 1 ; Graphics Tablet Small - 1 ; Wireless Charging Pad - 3,1,31-01-2024 15:50
TXN0015737,14995,Gaming Headset - 5,3,31-01-2024 16:45
TXN0018595,6893,Bluetooth Keyboard - 2 ; RGB Strip Light - 3 ; Smart Plug WiFi - 2,0,31-01-2024 20:07
TXN0007430,29995,VR Headset Basic - 5,0,31-01-2024 20:23
TXN0009042,6897,Desk Microphone - 1 ; Smart Plug WiFi - 1 ; SSD 500GB - 1,0,31-01-2024 21:47
TXN0013963,13494,Bluetooth Speaker - 3 ; Mini UPS for Router - 3,0,31-01-2024 21:56
TXN0015897,3595,USB Hub 4-Port - 2 ; Smart LED Bulb - 3,0,01-02-2024 04:26
TXN0015727,3596,Laptop Cooling Pad - 4,0,01-02-2024 05:35
TXN0015353,39995,Action Camera 4K - 5,0,01-02-2024 05:55
TXN0009487,6998,Mechanical Keyboard - 2,5,01-02-2024 06:52
TXN0006788,4797,Bluetooth Keyboard - 3,0,01-02-2024 07:26
TXN0001823,18897,Portable Projector Mini - 2 ; LED Desk Lamp USB Powered - 1,0,01-02-2024 10:13
TXN0004763,2198,Smart Plug WiFi - 2,3,01-02-2024 16:42
TXN0007942,2998,Laptop Stand Aluminum - 2,11,01-02-2024 16:44
TXN0014866,16495,Webcam HD - 3 ; VR Headset Basic - 2,0,01-02-2024 16:54
TXN0008913,2396,USB Hub 4-Port - 4,0,01-02-2024 18:33
TXN0007536,7296,Bluetooth Speaker - 1 ; Wireless Earphones - 3,0,01-02-2024 18:41
TXN0008061,35996,LED Monitor 24 Inch - 4,2,01-02-2024 19:39
TXN0018883,32193,LED Monitor 24 Inch - 3 ; Gaming Controller - 1 ; LED Desk Lamp USB Powered - 3,0,01-02-2024 20:40
TXN0009023,897,HDMI Cable 2m - 3,0,01-02-2024 21:29
TXN0003559,44892,Drone Mini - 3 ; Desk Microphone - 2 ; SSD 500GB - 3,2,01-02-2024 22:20
TXN0018162,3495,USB Flash Drive 64GB - 5,3,02-02-2024 00:36
TXN0009949,7497,Desk Microphone - 3,4,02-02-2024 00:58
TXN0000104,5997,Mini UPS for Router - 3,0,02-02-2024 01:00
TXN0000470,3998,Portable Bluetooth Keyboard - 2,3,02-02-2024 02:30
TXN0019748,6495,Bluetooth Tracker - 5,0,02-02-2024 02:39
TXN0009991,26997,Portable Projector Mini - 3,0,02-02-2024 02:59
TXN0009307,299,HDMI Cable 2m - 1,0,02-02-2024 03:32
TXN0002236,13996,Graphics Tablet Small - 4,0,02-02-2024 03:35
TXN0014366,4797,Wireless Earphones - 3,0,02-02-2024 03:49
TXN0015064,12495,Gaming Controller - 5,3,02-02-2024 05:21
TXN0019025,2499,Bluetooth Speaker - 1,2,02-02-2024 07:36
TXN0013380,17994,Portable Power Bank 20000mAh - 3 ; Noise Cancelling Earbuds - 3,5,02-02-2024 09:25
TXN0014137,34995,Soundbar Home - 5,1,02-02-2024 12:23
TXN0006403,11998,VR Headset Basic - 2,0,02-02-2024 12:34
TXN0006927,4996,Ink Cartridge Black - 2 ; Laptop Stand Aluminum - 2,0,02-02-2024 13:18
TXN0005574,2997,Ink Cartridge Black - 3,5,02-02-2024 14:09
TXN0002314,35995,LED Monitor 24 Inch - 3 ; External Hard Drive 1TB - 2,0,02-02-2024 15:05
TXN0012234,13998,Soundbar Home - 2,0,02-02-2024 15:17
TXN0006292,9999,Drone Mini - 1,0,02-02-2024 16:25
TXN0005600,7495,Webcam HD - 5,0,02-02-2024 16:48
TXN0017168,4497,Smart Door Sensor - 3,2,02-02-2024 16:48
TXN0013438,13996,Graphics Tablet Small - 4,0,02-02-2024 17:43
TXN0013915,11996,Gaming Headset - 4,4,02-02-2024 20:48
TXN0017158,7494,Portable Bluetooth Keyboard - 3 ; RGB Strip Light - 3,0,02-02-2024 21:06
TXN0018829,14997,Smartwatch Series A - 3,2,02-02-2024 21:27
TXN0015527,1998,USB-C Fast Charger - 2,0,02-02-2024 22:29
TXN0016834,25595,Gaming Headset - 2 ; LED Monitor 24 Inch - 2 ; Wireless Earphones - 1,0,02-02-2024 23:50
TXN0012270,4497,Laptop Stand Aluminum - 3,0,03-02-2024 00:40
TXN0003130,5997,Portable Power Bank 20000mAh - 3,1,03-02-2024 00:59
TXN0017407,2997,USB-C Fast Charger - 3,0,03-02-2024 01:53
TXN0017237,1299,Bluetooth Tracker - 1,0,03-02-2024 02:15
TXN0011515,23996,VR Headset Basic - 4,0,03-02-2024 04:00
